ID,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Churn
1883,132,NotRenew,1,3.48,2,200.3,75,88.8,11.33,12.9,Tidak
1884,140,Renew,1,3,1,157.1,77,72,8.62,11.1,Tidak
1885,51,NotRenew,1,3.32,2,135.8,60,74.2,10.03,12.3,Tidak
1886,27,Renew,0,0.16,1,236.7,110,61.6,11.6,12.7,Tidak
1887,224,Renew,0,0.21,3,111.4,133,36.1,8.75,5.5,Tidak
1888,105,NotRenew,1,3.97,0,156.1,89,75.7,5.36,14.7,Ya
1889,117,Renew,0,0,2,191.1,93,57,14.14,12,Tidak
1890,91,Renew,0,0,1,153,123,38,7.06,10.3,Ya
1891,135,Renew,0,0,4,218.8,123,58,12.14,10.3,Tidak
1892,146,Renew,0,0,3,205.4,101,47,6.75,10.3,Tidak
1893,147,NotRenew,0,0,0,225.2,111,54,9.25,9.9,Ya
1894,68,Renew,0,0,2,249.9,127,65,12.73,8.9,Ya
1895,68,Renew,0,0.41,3,131.6,89,39.1,6.85,10.2,Tidak
1896,86,Renew,1,2.73,0,197.9,99,75.3,8.28,10.1,Tidak
1897,131,Renew,0,0,1,166.5,129,47,10.51,9.9,Tidak
1898,86,Renew,1,3.48,1,225.4,79,89.8,9.36,12.9,Tidak
1899,159,Renew,0,0,2,275.8,103,63,9.48,7.4,Ya
1900,134,Renew,1,2.92,1,142.9,105,61.2,4.43,10.8,Tidak
1901,113,Renew,0,0,1,207.2,113,57,12.8,9.9,Tidak
1902,132,Renew,0,0,1,206.2,100,53,10.56,10.2,Tidak
1903,85,Renew,0,0,1,210.3,66,53,9.79,11.2,Tidak
1904,93,NotRenew,1,3.78,1,225.7,117,86.8,5.98,14,Ya
1905,174,Renew,1,3.92,4,167.8,91,85.2,10.27,14.5,Ya
1906,61,Renew,0,0,2,197.7,118,47,7.61,7,Tidak
1907,91,Renew,1,2.94,1,169.8,105,64.4,3.26,10.9,Tidak
1908,88,Renew,1,2.65,2,190.6,104,79.5,11.87,9.8,Tidak
1909,88,Renew,1,3.46,2,80.3,140,61.6,7.67,12.8,Tidak
1910,195,Renew,1,3.27,0,231.7,110,91.7,11.26,12.1,Tidak
1911,182,Renew,0,0,0,69.1,114,32,11.52,6.5,Tidak
1912,118,Renew,0,0,4,188.8,60,51,10.87,8.2,Tidak
1913,103,Renew,0,0,8,150.6,125,40,8.46,10.4,Ya
1914,65,Renew,0,0.28,2,192,89,47.8,6.98,5.5,Tidak
1915,61,Renew,1,2.67,3,163.7,78,64.7,5.66,9.9,Tidak
1916,172,Renew,0,0,1,211.7,100,53,9.94,6.5,Tidak
1917,72,Renew,0,0,1,175.5,103,42,6.62,11.8,Tidak
1918,113,Renew,0,0,2,150.1,120,43,10.01,11,Tidak
1919,177,Renew,0,0,1,189.5,99,48,8.82,14.2,Tidak
1920,100,Renew,0,0,6,70.8,94,31,10.78,9.5,Ya
1921,67,Renew,0,0.35,1,215.5,102,56.5,9.54,8.6,Tidak
1922,136,Renew,0,0,3,101.7,105,35,10.14,9.4,Tidak
1923,71,Renew,0,0.23,4,258.4,132,57.3,6.34,9.7,Tidak
1924,134,Renew,0,0,1,242.4,126,55,7.65,11.8,Tidak
1925,124,Renew,0,0,1,131.8,82,47,14.22,11.3,Tidak
1926,84,Renew,0,0.26,2,190.2,102,52.6,9.89,9.8,Tidak
1927,39,Renew,0,0,2,154.1,104,44,10.21,9.8,Tidak
1928,110,Renew,0,0,3,188,127,40,4.53,15.3,Tidak
1929,102,Renew,0,0,1,103.1,70,41,13.75,11.2,Tidak
1930,70,Renew,0,0,0,175.4,130,44,7.98,11.6,Tidak
1931,142,Renew,0,0,1,145.4,93,43,10.46,10.9,Tidak
1932,81,NotRenew,0,0,1,250.6,85,59,9.4,7.8,Tidak
1933,17,Renew,0,0,1,161.5,123,46,10.71,8.6,Tidak
1934,119,Renew,0,0,1,260.1,101,67,12.83,10,Ya
1935,105,Renew,0,0,0,281.3,124,74,15.08,8.7,Ya
1936,108,NotRenew,1,3.67,3,130.1,90,73.7,8.35,13.6,Ya
1937,90,Renew,0,0,2,102,118,27,5.67,11.4,Tidak
1938,100,Renew,1,3.27,1,218.7,104,83.7,7.75,12.1,Tidak
1939,155,Renew,1,1.84,1,128.5,86,56.4,9.42,6.8,Tidak
1940,113,Renew,0,0,2,128.7,100,42,11.36,9.2,Ya
1941,123,Renew,0,0.36,1,172.2,92,47.6,8.13,8.7,Tidak
1942,145,Renew,0,0,1,199.2,124,45,6.3,7.6,Tidak
1943,42,Renew,0,0,2,184.5,98,49,10.03,8.8,Tidak
1944,125,Renew,0,0,0,168.6,99,44,8.78,10.9,Tidak
1945,131,Renew,1,1.81,1,174,118,66.1,10.27,6.7,Tidak
1946,107,Renew,0,0,1,230.4,65,62,12.87,8.5,Tidak
1947,48,Renew,0,0,1,198.2,73,51,10.14,5.1,Tidak
1948,76,Renew,0,0,0,186.1,96,50,10.58,8,Tidak
1949,128,Renew,0,0,1,148.5,105,46,12.15,6.8,Tidak
1950,73,Renew,0,0,0,157.1,109,50,13.44,10,Tidak
1951,52,Renew,0,0,4,155,110,38,6.67,7,Ya
1952,126,NotRenew,1,2.59,1,129.3,123,62.9,8.83,9.6,Tidak
1953,124,Renew,0,0,1,188.5,77,48,9.1,6.1,Tidak
1954,137,Renew,0,0,0,208.8,120,55,11.27,11.1,Tidak
1955,71,Renew,0,0,0,238,82,65,13.93,11.8,Ya
1956,139,Renew,0,0,0,211.1,103,54,10.35,5.6,Tidak
1957,107,Renew,1,3.4,3,198.9,87,86,10.35,12.6,Tidak
1958,147,Renew,0,0.33,1,212.8,79,57.3,10.21,10.2,Tidak
1959,116,Renew,0,0,3,137.4,126,34,6,12.4,Tidak
1960,60,Renew,1,3.46,2,191.8,75,90.6,13.39,12.8,Tidak
1961,38,Renew,0,0,0,149,92,30,2.46,13.9,Tidak
1962,63,Renew,0,0,3,117.1,118,42,12.48,11.1,Tidak
1963,94,Renew,0,0,3,108,79,39,12.1,10.4,Tidak
1964,131,Renew,0,0,0,112.8,133,37,9.97,10.1,Tidak
1965,158,Renew,0,0.33,1,175.9,105,49.3,9.42,11,Tidak
1966,139,Renew,0,0,1,236.6,109,55,8.5,11.1,Ya
1967,77,Renew,0,0,1,169.4,102,45,9.25,2,Tidak
1968,140,Renew,0,0.28,3,129.6,79,45.8,12.31,9.4,Tidak
1969,72,Renew,0,0,1,177.1,97,46,9.24,8,Tidak
1970,52,Renew,1,3.65,1,133.3,63,75.5,9.21,13.5,Tidak
1971,103,Renew,0,0.24,5,167.8,121,49.4,10.65,13,Tidak
1972,74,Renew,1,2.43,1,174.6,107,81.3,15.53,9,Tidak
1973,124,Renew,0,0,2,150.3,101,48,12.8,12.5,Tidak
1974,85,Renew,1,1.7,5,283.2,110,86,11.99,6.3,Tidak
1975,113,Renew,1,2.35,5,157.8,83,64.5,8.08,8.7,Ya
1976,71,Renew,0,0,2,141.2,132,37,7.46,7,Tidak
1977,177,Renew,1,2.81,1,230.2,106,84.1,9.81,10.4,Tidak
1978,49,NotRenew,0,0.26,2,237.8,92,61.6,10.45,15.6,Ya
1979,106,NotRenew,0,0,3,204,84,49,8.43,13.3,Ya
1980,60,Renew,0,0,1,221.1,106,53,8.93,7.4,Tidak
1981,43,Renew,0,0,4,177.2,93,43,7.13,12.7,Tidak
1982,66,Renew,0,0,1,118,133,42,12.41,5.3,Tidak
1983,125,Renew,0,0,0,163.8,73,50,12.78,15.7,Tidak
1984,114,Renew,1,2.54,3,141.3,96,69.4,11.52,9.4,Tidak
1985,112,Renew,0,0,3,272.5,119,66,11.31,16.4,Ya
1986,101,Renew,1,2.21,2,118.9,112,62.1,11.42,8.2,Tidak
1987,70,Renew,0,0.27,0,7.9,100,15.7,6.82,12.1,Tidak
1988,59,Renew,0,0.19,0,159.5,96,43.9,8.36,10.2,Tidak
1989,59,Renew,0,0.42,1,150.2,70,46.2,9.29,12.1,Tidak
1990,124,Renew,1,3.24,2,144.5,35,79.4,13.12,12,Tidak
1991,99,Renew,0,0,2,140.7,88,42,10.55,12.4,Tidak
1992,150,Renew,0,0,1,169.2,123,48,10.84,12.6,Tidak
1993,81,Renew,0,0.28,2,220.8,77,53.8,7.43,7.6,Tidak
1994,86,Renew,0,0.35,0,216.3,96,63.5,13.32,4.5,Tidak
1995,84,Renew,0,0,0,169.5,96,43,7.88,10.6,Tidak
1996,118,Renew,1,3.16,1,256.3,119,97.6,12.91,11.7,Tidak
1997,89,Renew,0,0,1,179.7,128,57,14.99,7.6,Tidak
1998,93,Renew,0,0,3,266,120,57,6.51,13.1,Tidak
1999,85,Renew,0,0,2,96.7,97,33,9.69,9.7,Tidak
2000,160,Renew,0,0,0,82.7,116,31,9.73,10.9,Tidak
2001,28,Renew,0,0,3,168.2,87,43,8.09,10.1,Tidak
2002,73,Renew,0,0,1,286.4,109,64,8.91,10.7,Ya
2003,156,Renew,0,0,3,174.3,95,46,9.33,12.9,Tidak
2004,33,NotRenew,0,0,1,190.6,100,47,8.09,13,Tidak
2005,77,Renew,0,0.21,4,175.5,86,50.1,10.26,17.8,Tidak
2006,119,Renew,0,0,1,133.4,102,41,10.23,11.1,Tidak
2007,91,Renew,1,1.78,3,204.6,96,64.8,6.8,6.6,Tidak
2008,102,Renew,0,0,3,242.2,88,61,11.66,6.2,Tidak
2009,86,Renew,1,3.21,3,253.1,112,93.1,10.51,11.9,Tidak
2010,82,Renew,0,0,0,130,110,38,9.27,8.3,Tidak
2011,89,Renew,0,0,0,105.9,151,35,9.48,12.7,Tidak
2012,86,Renew,0,0,3,194.2,98,50,9.69,9.3,Tidak
2013,134,Renew,0,0,1,183.8,111,42,6.18,6.1,Tidak
2014,92,Renew,0,0.25,2,196.5,82,52.5,9.5,10.8,Tidak
2015,87,Renew,0,0,3,184.5,81,46,8.6,13.7,Tidak
2016,64,Renew,0,0,0,261.9,113,58,7.41,13.8,Tidak
2017,80,Renew,0,0.23,3,202.4,118,59.3,13.01,9.2,Tidak
2018,165,Renew,1,2.57,3,167.4,113,69.7,8.64,9.5,Tidak
2019,153,Renew,1,2.03,1,167.7,104,70.3,12.34,7.5,Tidak
2020,41,Renew,1,3,1,191.7,109,79,9.65,11.1,Tidak
2021,108,Renew,0,0,2,240.2,78,61,11.52,5.2,Tidak
2022,104,Renew,1,3,1,189.1,112,78,8.91,11.1,Tidak
2023,115,Renew,0,0,1,127.7,67,38,9.15,10.6,Tidak
2024,87,Renew,0,0,1,205.2,106,44,4.98,13.4,Tidak
2025,159,Renew,1,3.4,2,153.6,93,79,10.85,12.6,Tidak
2026,119,Renew,0,0.23,2,154.5,129,45.3,9.68,13.4,Tidak
2027,69,Renew,0,0,1,153.7,109,43,9.7,14.1,Tidak
2028,87,NotRenew,1,2.92,1,171.2,138,74.2,9.29,10.8,Tidak
2029,93,Renew,0,0.29,1,328.1,106,71.9,7.59,8.7,Ya
2030,154,NotRenew,0,0.36,0,145.9,69,46.6,10.41,14.4,Ya
2031,57,Renew,1,3.19,1,201.2,76,90.9,14.01,11.8,Tidak
2032,130,Renew,0,0,5,139.1,72,45,12.3,11.4,Tidak
2033,151,Renew,0,0,2,118.9,128,44,13.92,13.2,Tidak
2034,162,Renew,0,0.33,2,217.6,87,64.3,13.95,10.4,Ya
2035,60,Renew,0,0,1,145,133,43,10.46,14.6,Tidak
2036,81,Renew,0,0,3,203.5,89,60,14.48,8.7,Tidak
2037,132,Renew,0,0,3,240.1,115,57,9.02,8,Tidak
2038,86,Renew,0,0,1,83.8,121,35,12.01,6.7,Tidak
2039,136,Renew,0,0.45,1,269.8,106,70.5,11.44,10.1,Ya
2040,121,Renew,1,2.86,1,126.3,84,68.6,10.48,10.6,Tidak
2041,105,Renew,1,2.62,2,88.1,125,56.2,8.8,9.7,Tidak
2042,105,Renew,1,2.67,2,218.5,61,80.7,9.84,9.9,Tidak
2043,51,Renew,1,3.02,1,236.8,61,93.2,13.17,11.2,Tidak
2044,64,Renew,0,0.26,3,124.1,117,40.6,9.64,6.4,Tidak
2045,80,NotRenew,1,2.7,0,184.2,132,73,8.38,10,Tidak
2046,56,Renew,0,0,4,222.7,133,62,13.85,13.6,Tidak
2047,120,Renew,0,0,1,149.2,98,42,9.68,11.1,Tidak
2048,103,Renew,0,0,3,206.5,125,51,9.01,12.2,Tidak
2049,164,Renew,1,2.59,3,159.7,102,67.9,8.44,9.6,Tidak
2050,116,Renew,1,1.89,2,204.7,118,71.9,10.47,7,Tidak
2051,121,Renew,0,0.32,1,213.2,79,50.2,6.04,7.5,Tidak
2052,55,NotRenew,0,0,1,269.6,121,61,8.59,8.2,Tidak
2053,183,Renew,0,0,2,116.7,92,39,10.69,9.7,Tidak
2054,104,Renew,0,0,0,263.4,101,65,11.78,13,Tidak
2055,90,Renew,0,0,1,140.2,97,43,10.7,7.1,Tidak
2056,82,Renew,0,0,1,197.7,101,45,6.38,13.5,Tidak
2057,101,Renew,0,0.31,3,136.2,92,45.1,11.05,13.3,Tidak
2058,9,Renew,1,3.11,2,88.5,87,62.1,8.94,11.5,Tidak
2059,97,Renew,0,0,0,215.3,58,58,12.12,12.1,Tidak
2060,94,Renew,0,0.28,3,269.2,104,65.8,9.69,8.9,Ya
2061,127,Renew,1,1.97,0,203.8,118,77.7,13.36,7.3,Tidak
2062,125,Renew,1,2.78,0,268.4,112,92.8,11.11,10.3,Tidak
2063,140,Renew,0,0,1,159.1,104,50,13.49,10.3,Tidak
2064,90,Renew,0,0.28,2,114.4,122,33.8,6.39,10.1,Tidak
2065,67,Renew,0,0,2,138.9,65,42,10.45,9.2,Tidak
2066,113,Renew,0,0,1,186,55,52,11.87,12.2,Tidak
2067,121,Renew,1,4.08,0,170.4,91,91.8,12.73,15.1,Tidak
2068,93,Renew,0,0,4,164.5,95,48,11.55,9.9,Tidak
2069,121,Renew,0,0,1,168.6,121,43,8.43,12.3,Tidak
2070,53,Renew,0,0.31,0,261.2,119,69.1,12.54,9.8,Ya
2071,75,Renew,0,0,1,190.5,91,48,8.92,13.1,Tidak
2072,132,Renew,0,0,2,181.1,121,58,15.72,4.2,Tidak
2073,162,Renew,0,0,3,177.1,131,40,5.74,6.5,Tidak
2074,140,Renew,0,0,1,160.5,114,48,12.03,11.3,Tidak
2075,91,Renew,0,0,2,134.7,116,48,14.77,6.6,Tidak
2076,73,Renew,1,2.38,2,198.2,107,69.8,6.96,8.8,Tidak
2077,95,NotRenew,0,0,4,228.9,134,61,12.79,10.1,Ya
2078,145,Renew,0,0,0,241.7,137,53,6.79,13.1,Tidak
2079,100,Renew,0,0,1,131.1,108,38,8.81,4.3,Tidak
2080,122,Renew,0,0,2,234.1,101,57,10.01,13.1,Tidak
2081,109,Renew,0,0,0,200.1,72,60,15.05,11.9,Tidak
2082,82,Renew,0,0,1,154,107,35,4.72,10.1,Tidak
2083,65,Renew,1,2.65,0,224.2,106,81.5,9.48,9.8,Tidak
2084,52,Renew,0,0,3,148.3,83,41,9.08,8.3,Tidak
2085,136,Renew,1,2.38,2,174.6,76,68.8,8.83,8.8,Tidak
2086,75,Renew,0,0,1,138.5,110,37,7.66,11.1,Tidak
2087,146,Renew,0,0,1,109,69,42,13.29,12.6,Tidak
2088,105,Renew,0,0,4,162.3,99,46,10.63,11.1,Tidak
2089,48,Renew,0,0,2,210.8,84,52,9.48,16.4,Tidak
2090,45,Renew,0,0,1,142.4,107,52,15.94,11.1,Tidak
2091,106,Renew,1,2.86,2,223.5,104,86.6,11.76,10.6,Tidak
2092,33,Renew,0,0,2,182.5,65,51,11.61,7.5,Tidak
2093,68,Renew,0,0,2,219.6,97,50,7.06,10.8,Tidak
2094,106,Renew,0,0,0,193.6,66,54,11.91,12.9,Tidak
2095,141,Renew,0,0,0,192.4,111,47,7.85,11,Tidak
2096,98,Renew,0,0.33,0,236.2,122,60.3,9.47,13.3,Tidak
2097,94,Renew,1,4.35,0,233.2,88,93.5,5.67,16.1,Tidak
2098,65,Renew,0,0,2,158.8,53,44,9.43,9.8,Tidak
2099,85,Renew,0,0,1,126.1,112,45,13.74,9.8,Tidak
2100,71,Renew,0,0,3,290.4,108,71,12.7,10.1,Ya
2101,112,Renew,1,3.59,0,60.6,113,60.9,8.3,13.3,Tidak
2102,110,Renew,0,0,0,148.4,95,42,9.69,6.9,Tidak
2103,111,Renew,0,0,2,246.5,108,61,10.82,12.7,Tidak
2104,74,Renew,0,0.32,2,298.1,112,71.2,10.07,9.7,Ya
2105,105,Renew,0,0,2,119.3,82,37,9.26,10.9,Tidak
2106,40,Renew,0,0.28,0,242.5,82,64.8,11.65,9.6,Tidak
2107,128,NotRenew,1,3.67,0,222.1,89,88.7,8.03,13.6,Ya
2108,123,Renew,0,0,2,236.2,135,64,13.7,10.1,Ya
2109,122,Renew,0,0,0,144.2,87,43,10.61,9.5,Tidak
2110,114,Renew,1,3.4,3,154.6,100,81,12.08,12.6,Tidak
2111,102,Renew,1,2.75,2,137.4,100,66.5,8.84,10.2,Tidak
2112,126,Renew,0,0,0,103.7,93,29,6.35,14.4,Tidak
2113,150,Renew,0,0,4,136.6,112,42,10.47,12.2,Ya
2114,60,Renew,0,0,2,289.8,101,71,12.78,11.7,Ya
2115,123,Renew,0,0,3,260.9,85,59,8.43,13.3,Tidak
2116,138,NotRenew,0,0,0,196.2,129,49,8.83,15.2,Ya
2117,29,Renew,0,0,1,195.6,71,44,6.32,14.2,Tidak
2118,111,Renew,0,0,4,222.2,96,52,8.13,11.9,Tidak
2119,37,NotRenew,0,0,0,172.9,119,45,9.15,9.8,Ya
2120,111,Renew,0,0,0,249.8,109,64,12.12,11.6,Ya
2121,81,Renew,0,0,1,154.5,84,45,10.81,13.7,Tidak
2122,46,Renew,0,0,1,90.4,108,39,13.81,12.7,Tidak
2123,69,Renew,1,4.43,0,268.8,78,111.3,12.33,16.4,Tidak
2124,125,Renew,0,0,1,106.1,95,32,7.88,8.1,Tidak
2125,43,Renew,0,0.38,3,27,117,22.8,8.05,10.7,Tidak
2126,127,Renew,1,1.03,1,140.1,59,53.3,11.17,3.8,Tidak
2127,94,Renew,0,0,1,245,112,57,9.02,9.7,Tidak
2128,46,Renew,0,0,3,196.7,85,51,10.3,11.2,Tidak
2129,73,Renew,1,2.75,2,131.2,98,59.5,5.33,10.2,Tidak
2130,146,Renew,1,2,2,149.6,96,66,11.99,7.4,Tidak
2131,93,Renew,0,0.24,1,239.8,70,65.4,12.59,10.9,Tidak
2132,52,Renew,1,2.97,1,142.1,77,70.7,9.65,11,Tidak
2133,202,Renew,0,0,3,115.4,137,35,8.94,6,Tidak
2134,129,Renew,1,2.78,2,193,99,79.8,11.24,10.3,Tidak
2135,94,Renew,0,0,1,206.1,49,55,11.23,13,Tidak
2136,100,Renew,0,0.21,0,160.3,138,49.1,11.07,11.2,Tidak
2137,43,Renew,0,0,1,199.9,108,59,14.42,11.3,Tidak
2138,130,Renew,0,0.28,0,213.1,105,56.8,10.31,8.9,Tidak
2139,124,Renew,0,0,3,178.3,102,51,11.75,10.9,Tidak
2140,92,NotRenew,0,0,3,252.3,120,61,10.35,12,Ya
2141,48,Renew,0,0,4,197.7,64,46,6.84,13.2,Tidak
2142,98,Renew,1,1.78,2,111.1,105,55.8,10.9,6.6,Tidak
2143,100,Renew,0,0,1,96.5,86,35,10.51,12.5,Ya
2144,79,Renew,0,0.31,3,156.9,109,41.1,6.11,11.3,Tidak
2145,164,Renew,0,0,1,123.3,78,36,8.5,12.7,Tidak
2146,105,Renew,0,0.33,1,193.7,108,52.3,9.16,10.8,Tidak
2147,89,NotRenew,0,0,0,206.9,134,50,8.39,10.9,Tidak
2148,126,Renew,0,0,3,249.8,96,65,13.1,12.7,Ya
2149,96,Renew,0,0.3,1,144,102,47,11.24,10,Tidak
2150,120,Renew,1,3.13,0,299.5,83,96.3,8.17,11.6,Tidak
2151,212,Renew,0,0.23,2,226,127,67.3,15.23,12.6,Ya
2152,72,Renew,0,0,2,137.6,106,36,7.18,9.6,Tidak
2153,155,NotRenew,1,3,1,211.7,121,78,6.96,11.1,Tidak
2154,89,Renew,0,0.38,2,89.7,80,34.8,8.99,9.5,Tidak
2155,126,NotRenew,0,0,2,197.6,126,55,12.33,12.5,Tidak
2156,172,Renew,0,0,2,270,102,68,12.83,12,Ya
2157,75,Renew,0,0,3,224.7,116,55,9.6,11.3,Tidak
2158,143,Renew,0,0,2,194.3,99,44,6.18,10.2,Tidak
2159,166,NotRenew,0,0,0,47.7,89,31,13.22,13.2,Ya
2160,132,Renew,0,0,1,190.1,105,48,9.11,13,Tidak
2161,94,NotRenew,0,0,1,89.5,94,45,17,7.9,Ya
2162,99,Renew,0,0,0,182.6,83,45,7.73,12.1,Tidak
2163,136,Renew,1,1.86,1,205.5,86,79.6,14.93,6.9,Tidak
2164,119,Renew,0,0,1,231.5,82,63,13.35,7.4,Tidak
2165,115,NotRenew,0,0,3,251.3,69,65,12.63,9.9,Ya
2166,160,Renew,0,0,2,171.2,103,50,12.18,13,Tidak
2167,166,Renew,0,0.26,2,197.9,89,57.6,12.55,11.2,Tidak
2168,120,Renew,0,0,1,134.8,94,41,10.21,6.7,Tidak
2169,173,Renew,0,0,1,191.4,114,47,8.43,10.3,Tidak
2170,156,Renew,0,0,0,174.5,65,47,9.87,10.6,Tidak
2171,70,Renew,0,0.31,0,177.4,125,53.1,11.31,10.9,Tidak
2172,41,Renew,0,0.31,1,182.1,89,52.1,10.58,6.8,Tidak
2173,132,Renew,0,0,0,222.4,85,52,8.27,11.2,Tidak
2174,47,NotRenew,0,0,0,47.8,120,24,8.95,13.3,Ya
2175,160,Renew,0,0.28,1,121.8,97,31.8,4.47,10.3,Tidak
2176,180,Renew,0,0,3,143.5,121,41,9.47,8.8,Tidak
2177,93,Renew,0,0,2,164.9,68,46,10.52,7.8,Tidak
2178,109,Renew,0,0.36,2,193.6,58,49.6,7.44,13.1,Tidak
2179,80,Renew,0,0,0,101.1,121,40,13.16,7.3,Tidak
2180,54,Renew,1,3.13,2,92.3,88,64.3,9.66,11.6,Tidak
2181,121,Renew,0,0,2,168.9,128,40,6.2,2.9,Tidak
2182,157,Renew,1,4.05,1,219.2,102,95.5,10.3,15,Tidak
2183,170,Renew,1,3.51,0,178.1,130,86.1,12.14,13,Tidak
2184,138,Renew,0,0,3,146.5,101,50,14.23,14,Tidak
2185,92,Renew,1,3.19,1,172.3,116,83.9,13.31,11.8,Tidak
2186,126,Renew,0,0,1,190.9,143,46,7.49,13,Tidak
2187,41,Renew,0,0,3,232.1,74,68,16.36,10.9,Ya
2188,167,Renew,0,0,4,169.2,124,44,8.67,12.4,Ya
2189,91,Renew,0,0,2,123.8,107,49,15.95,7.3,Tidak
2190,127,Renew,0,0.26,3,96,117,34.6,8.85,9.7,Tidak
2191,88,Renew,1,2.94,1,93.4,106,67.4,12.6,10.9,Tidak
2192,113,Renew,0,0,1,90.6,130,30,8.53,5.4,Tidak
2193,78,Renew,0,0,2,152.9,81,48,12.83,5.3,Tidak
2194,123,Renew,0,0.26,2,257.9,92,64.6,10.58,9.4,Tidak
2195,136,NotRenew,1,2.43,2,85.2,98,59.3,11.52,9,Tidak
2196,68,Renew,1,1.65,1,160,72,59.5,9.23,6.1,Tidak
2197,132,Renew,1,3.11,0,182.9,54,87.1,14.62,11.5,Tidak
2198,133,Renew,0,0,2,216.2,67,56,11.11,3.1,Tidak
2199,127,Renew,0,0,0,261.7,105,60,9.09,3.3,Tidak
2200,110,Renew,0,0,2,241.2,105,56,8.72,8.5,Tidak
2201,121,Renew,0,0,1,177.2,142,41,6.18,8.4,Tidak
2202,116,Renew,0,0,2,89.5,128,31,9.04,14,Tidak
2203,112,NotRenew,1,2.81,1,200.3,72,79.1,9.89,10.4,Tidak
2204,97,NotRenew,0,0,4,145,103,50,14.72,11,Ya
2205,43,Renew,0,0.26,2,159.5,99,40.6,5.99,6.8,Tidak
2206,110,Renew,0,0,3,151.8,106,38,6.9,11.2,Tidak
2207,67,Renew,0,0,1,176.2,120,51,11.8,10.6,Tidak
2208,166,Renew,0,0.23,0,152.1,95,39.3,6.05,9.8,Tidak
2209,129,Renew,0,0,1,161.3,122,47,11.03,9.6,Tidak
2210,103,NotRenew,0,0,3,171.7,78,42,7.23,6.8,Tidak
2211,71,Renew,0,0,0,278.9,110,64,9.51,11.7,Ya
2212,112,Renew,1,3,4,213,121,86,11.31,11.1,Tidak
2213,8,Renew,1,1.3,1,242.9,67,69,8.55,4.8,Tidak
2214,98,Renew,0,0.2,0,217.2,121,65,15.17,12.4,Ya
2215,90,Renew,0,0,1,175.9,111,55,14.26,13,Tidak
2216,13,Renew,0,0,0,303.2,133,67,8.53,11.5,Ya
2217,58,Renew,0,0,2,238.9,107,57,9.36,11.8,Tidak
2218,137,Renew,1,3.08,2,189.6,42,78.8,8.95,11.4,Tidak
2219,116,Renew,0,0.33,5,133.3,94,47.3,12.39,11.3,Ya
2220,94,Renew,1,2.67,3,92.7,107,53.7,6.39,9.9,Tidak
2221,87,Renew,0,0,3,177.2,72,52,12.45,8.6,Tidak
2222,120,Renew,0,0,2,184.5,103,50,10.45,10.2,Tidak
2223,97,Renew,1,3.27,0,176.1,109,76.7,7.97,12.1,Tidak
2224,134,Renew,0,0.35,6,204.7,108,50.5,7.16,11,Tidak
2225,68,Renew,0,0,2,143.6,80,36,6.72,15.5,Tidak
2226,93,Renew,0,0,1,179.3,93,47,9.44,12.1,Tidak
2227,120,Renew,0,0,1,137.3,100,42,10.61,10.5,Tidak
2228,41,Renew,0,0,2,237.8,92,60,11.18,10.2,Tidak
2229,80,Renew,0,0.24,2,203.7,92,56.4,10.82,7.6,Tidak
2230,83,Renew,1,4.75,2,191.3,95,101.5,12.54,17.6,Tidak
2231,109,NotRenew,0,0.25,2,209.1,141,55.5,10.25,7.8,Tidak
2232,66,Renew,1,1.92,3,88.8,104,44.2,5.48,7.1,Tidak
2233,104,Renew,0,0,0,97.2,88,30,7.78,12.4,Tidak
2234,89,Renew,0,0,1,137.9,96,40,9.63,11,Tidak
2235,127,Renew,0,0.32,2,224.3,112,57.2,9.29,10,Tidak
2236,117,Renew,1,2.62,1,207.6,65,75.2,7.64,9.7,Tidak
2237,128,Renew,0,0,2,268.1,95,56,6.03,14.4,Tidak
2238,88,Renew,0,0,4,166.7,61,44,8.97,6.8,Ya
2239,61,Renew,0,0,1,267.1,104,61,9.02,17.3,Ya
2240,22,Renew,0,0,2,181.8,108,48,9.93,9.3,Tidak
2241,78,Renew,0,0,0,147.1,80,42,9.99,13.7,Tidak
2242,56,Renew,1,1.32,1,37.7,115,32.2,7.21,4.9,Tidak
2243,192,Renew,0,0.34,2,185,88,54.4,11.25,11.4,Tidak
2244,70,Renew,0,0.3,2,156.4,108,45,8.55,8.6,Tidak
2245,148,Renew,0,0,1,239.3,84,58,9.79,10.9,Tidak
2246,65,Renew,1,2.38,2,215.5,129,74.8,8.1,8.8,Tidak
2247,119,Renew,0,0,1,134.9,70,41,10.58,11.3,Tidak
2248,80,Renew,0,0,0,194.8,116,51,10.5,12.8,Tidak
2249,152,Renew,1,3.59,5,239.1,105,94.9,10.46,13.3,Tidak
2250,113,Renew,0,0,3,92.6,85,31,8.88,14.4,Tidak
2251,75,Renew,0,0.26,1,209.4,133,56.6,10.58,7.2,Tidak
2252,80,Renew,0,0,1,197.6,83,48,8.23,6.4,Tidak
2253,148,Renew,0,0,1,17.6,121,17,8.09,10.6,Tidak
2254,63,NotRenew,0,0,1,62.9,112,28,10.15,8.9,Tidak
2255,97,Renew,1,1.81,1,202.3,97,59.1,3.46,6.7,Tidak
2256,166,Renew,0,0,0,136.1,116,39,9.07,11.3,Tidak
